label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,9,5,6,421,635,113,2,287,2,118,161,36,193,261,3,191,927,98,51,98,1332,0,0,0,0
1,4,84,54,238,3,54,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,13,208,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,86,77,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,96,4,85,2,589,850,6,1668,96,3,5,390,11,78,0,0,0,0,0,0,0,0,0,0
0,9,8,2,86,114,4,29,49,107,1589,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,402,117,108,32,2,108,1541,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,38,30,142,269,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,874,1068,189,274,1413,28,112,10,384,25,526,11,423,18,7,437,47,10,8,1493,139,1642,1530,0
1,2,531,459,7,448,35,1085,21,9,15,8,42,492,16,406,2,196,0,0,0,0,0,0,0,0
1,2,506,320,281,150,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,22,2,536,467,7,921,56,73,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,147,18,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1191,105,908,462,3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144,327,6,605,3,481,321,104,9,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1007,34,23,3,21,5,2,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,17,233,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1305,1010,3,23,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,63,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1074,27,7,626,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,31,48,915,561,14,19,1566,873,53,71,370,33,14,57,0,0,0,0,0,0,0,0,0,0,0
0,95,13,579,7,201,6,630,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,22,6,171,877,186,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,19,1114,3,4,85,400,170,569,85,277,3,170,72,22,6,179,663,11,93,0,0,0,0,0
1,14,44,394,526,11,341,9,15,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,140,4,5,641,1280,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1482,9,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1023,34,2,86,91,49,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,6,296,1613,258,1661,287,11,639,31,5,257,1662,1283,3,1349,0,0,0,0,0,0,0,0
0,20,63,25,92,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,94,8,1416,3,515,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,888,2,1434,1145,62,13,116,6,705,11,1630,69,43,12,5,1663,83,564,0,0,0,0,0,0,0
1,4,39,844,164,95,632,3,10,604,39,6,211,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,15,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,12,3,147,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,109,365,128,87,69,76,516,19,570,22,389,401,816,32,2,169,0,0,0,0,0,0,0,0
1,236,160,25,14,135,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,67,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,15,8,147,47,28,130,485,1173,3,578,242,2,817,0,0,0,0,0,0,0,0,0,0,0
0,4,249,344,28,143,78,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,686,83,111,4,85,6,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,15,8,13,117,114,10,8,13,6,117,70,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,22,835,345,58,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,46,8,21,89,17,12,14,57,31,4,122,1518,16,723,44,208,536,79,92,7,507,3,1490,0,0
0,2,18,5,6,156,136,424,31,34,359,79,257,175,278,21,2,12,5,145,14,6,136,1057,0,0
0,6,416,790,550,28,144,13,130,7,111,322,16,406,44,397,16,56,12,36,875,69,20,616,59,92
1,47,28,481,14,57,28,199,121,186,33,35,563,230,0,0,0,0,0,0,0,0,0,0,0,0
1,20,34,995,586,3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1030,12,18,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,388,2,1041,3,2,18,5,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,44,1361,94,990,1159,11,535,16,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1270,1098,108,5,53,24,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,8,174,3,2,303,253,8,67,7,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,270,30,19,232,3,85,1062,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,940,152,5,246,377,3,22,23,1127,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,791,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,34,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,17,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,51,98,699,590,1296,259,99,47,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12,5,42,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,84,2,227,3,2,851,505,538,21,260,28,29,7,218,0,0,0,0,0,0,0,0,0,0
1,2,248,3,361,34,42,17,2,361,5,24,178,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,155,54,1101,246,14,9,262,960,2,619,5,191,3,54,372,243,34,68,0,0,0,0,0,0
0,19,93,22,6,124,455,32,2,675,1286,3,1256,11,1052,0,0,0,0,0,0,0,0,0,0,0
0,91,1166,33,276,1667,3,9,5,2,106,3,203,41,91,479,1326,1211,9,15,0,0,0,0,0,0
1,316,1049,1468,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,18,33,8,1356,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,22,233,33,3,22,6,23,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,85,2,12,3,1627,37,29,60,577,11,922,3,2,1600,32,2,301,5,425,0,0,0,0,0
1,50,18,3,12,49,1142,43,115,5,21,17,3,61,170,103,43,161,0,0,0,0,0,0,0,0
1,19,428,339,2,1133,108,93,3,1346,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,136,35,500,159,26,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,304,1453,3,71,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,8,6,23,15,7,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,132,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95,645,7,19,297,95,1154,1196,541,1350,1646,173,17,12,0,0,0,0,0,0,0,0,0,0,0
0,46,5,1263,165,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,128,4,371,59,19,651,4,216,16,323,1669,83,163,125,1651,0,0,0,0,0,0,0,0,0,0
0,66,1640,724,32,2,94,3,2,267,22,166,66,1499,51,7,58,382,62,139,62,13,1480,1036,0,0
0,16,6,906,998,644,426,4,5,709,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,100,8,61,3,2,1200,8,127,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,151,622,668,2,543,35,2,1108,36,4,52,305,6,156,318,90,145,104,6,70,0,0,0,0
0,2,18,33,1183,6,202,7,25,1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,138,65,11,2,179,175,7,49,38,7,1231,3,13,39,10,0,0,0,0,0,0,0,0,0
0,282,1221,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,52,251,9,15,47,28,27,846,14,2,1120,0,0,0,0,0,0,0,0,0,0,0,0,0
1,188,99,16,2,658,533,250,1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,47,28,1260,588,33,38,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,494,254,8,229,21,28,146,72,936,13,192,6,409,494,460,28,55,546,125,1082,16,306,7,279
1,581,182,19,1347,567,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,993,294,500,254,67,211,254,23,491,417,94,2,50,658,533,101,26,573,1406,0,0,0,0,0
0,2,18,5,132,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,24,591,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,6,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,477,79,9,15,265,14,1148,16,2,1209,24,61,390,100,0,0,0,0,0,0,0,0,0,0,0
0,197,4,5,13,235,3,52,13,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,304,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20,628,307,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,6,1009,540,43,115,5,24,252,3,991,23,18,0,0,0,0,0,0,0,0,0,0,0,0
0,20,22,21,89,7,116,97,2,15,163,20,334,14,31,76,412,10,7,25,73,36,5,977,78,0
0,10,5,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,18,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,112,12,224,29,105,3,799,3,187,34,565,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,55,137,460,56,651,1557,182,14,1316,11,10,3,28,27,847,0,0,0,0,0,0,0,0,0
0,86,12,18,91,22,14,6,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,40,4,29,7,116,8,2,12,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,398,9,15,478,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,438,4,24,89,388,2,386,3,864,11,9,15,2,1649,77,5,6,318,419,0,0,0,0,0,0
1,2,1334,1603,27,166,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,48,453,7,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,339,7,38,33,16,233,3,10,5,6,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,54,355,27,1671,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,100,5,24,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,5,19,106,41,3,4,249,111,337,2,142,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,53,88,2,854,3,1615,93,2,1217,34,364,3,2,418,559,22,259,134,0,0,0,0,0,0
0,2,108,243,27,537,2,320,8,39,898,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,1343,3,4,109,14,2,1124,11,2,161,3,20,34,586,3,280,225,321,0,0,0,0,0,0
0,9,5,39,2,1341,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,195,5,138,2,86,91,498,14,57,46,5,1083,0,0,0,0,0,0,0,0,0,0,0,0
0,144,13,214,56,232,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,88,1641,275,58,5,48,725,3,150,39,782,275,26,593,1135,0,0,0,0,0,0,0,0,0
0,47,2,12,393,126,207,16,28,190,308,631,26,2,700,86,1635,1393,175,0,0,0,0,0,0,0
0,1253,66,45,4,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,706,34,794,13,795,3,425,683,549,14,56,381,0,0,0,0,0,0,0,0,0,0,0,0
0,4,138,63,25,30,7,25,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,14,6,1079,258,2,946,880,39,6,1494,11,6,420,301,1141,3,6,903,0,0,0,0,0,0
0,3,2,962,637,22,21,89,1606,897,3,168,24,133,7,119,0,0,0,0,0,0,0,0,0,0
0,20,216,16,1324,1335,83,14,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,19,102,679,65,11,2,582,5,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,273,34,21,17,20,88,149,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1440,474,8,71,1096,3,224,25,1614,47,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,151,7,102,316,159,47,28,380,7,1056,10,7,38,2,785,3,1535,27,187,7,626,16,0,0
0,4,732,14,2,431,1125,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,177,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,108,449,1479,2,1396,108,153,4,29,49,311,0,0,0,0,0,0,0,0,0,0,0,0,0
1,45,160,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,13,167,2,257,4,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1031,84,2,396,376,1608,1354,3,1610,1311,95,73,64,37,144,26,618,0,0,0,0,0,0,0
0,3,190,771,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,93,22,48,2,225,682,11,172,7,13,176,1005,2,502,58,5,377,246,0,0,0,0,0,0
0,2,859,8,177,222,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,216,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,196,8,226,3,2,18,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,405,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,55,157,263,37,34,21,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,31,196,4,146,112,11,6,179,15,4,52,29,89,369,588,0,0,0,0,0,0,0,0,0
1,267,5,17,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,61,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,72,220,4,168,131,1459,97,5,54,1277,51,4,55,39,10,983,1387,0,0,0,0,0,0,0
0,32,469,421,1076,4,678,16,98,314,139,1132,98,3,40,469,148,4,85,2,1574,287,11,153,32,19
1,82,1247,23,117,1087,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53,4,122,39,2,248,27,1561,13,103,14,297,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,245,1222,188,805,3,326,313,3,1204,110,685,3,665,64,20,412,0,0,0,0,0,0,0,0
0,24,775,3,24,894,32,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,9,41,43,223,11,2,70,5,683,617,21,46,5,66,611,0,0,0,0,0,0,0,0,0
1,4,210,157,371,374,123,25,484,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,649,22,66,650,64,21,49,32,64,4,22,7,116,10,193,615,59,125,719,228,0,0,0,0
1,1160,2,1195,878,8,6,244,31,8,13,7,25,1119,16,637,554,0,0,0,0,0,0,0,0,0
1,326,271,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,72,1403,8,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,13,137,7,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,48,194,207,174,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,55,38,46,47,28,27,557,16,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,138,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,722,43,335,378,6,202,90,1617,7,118,348,3,1228,87,0,0,0,0,0,0,0,0,0,0
1,53,34,359,204,250,3,427,3,400,103,372,248,26,433,1580,32,465,24,1067,3,24,17,0,0,0
0,150,39,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,23,129,7,602,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,96,8,17,320,246,48,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,942,476,1538,5,6,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,95,131,126,2,12,8,21,633,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,410,289,53,126,76,432,776,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,13,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,8,167,2,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,285,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,138,63,25,145,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,52,13,137,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,21,298,7,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,263,27,273,364,156,268,21,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,145,33,8,39,1363,44,461,953,213,187,1043,249,111,16,2,118,524,7,437,7,659,59,0,0,0
1,187,11,2,415,505,34,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,12,8,24,17,16,56,756,211,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,55,157,64,390,10,8,36,37,29,2,50,1229,345,0,0,0,0,0,0,0,0,0,0,0
1,19,186,5,1033,23,26,6,430,522,11,257,1303,883,11,784,1170,1391,26,1006,823,0,0,0,0,0
1,329,155,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,60,80,7,579,934,1527,163,45,60,49,843,1323,14,10,81,0,0,0,0,0,0,0,0,0,0
1,2,268,27,21,178,3,2,172,604,39,436,343,0,0,0,0,0,0,0,0,0,0,0,0,0
1,222,798,7,1390,811,16,2,367,32,64,7,102,40,260,16,19,760,0,0,0,0,0,0,0,0
0,143,146,28,1537,327,6,845,47,28,249,994,1475,6,152,4,55,753,0,0,0,0,0,0,0,0
0,292,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,42,307,1456,1540,163,37,1366,4,159,466,300,37,22,2,50,186,0,0,0,0,0,0,0,0
1,180,5,174,2,141,20,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,394,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,338,10,72,496,87,59,16,1424,26,43,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,8,53,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,5,158,3,173,27,71,226,424,9,8,57,3,1163,234,2,1451,895,552,79,1623,0,0,0,0
0,2,348,229,27,53,420,6,202,11,2,41,3,2,703,27,13,127,61,3,404,26,2,94,0,0
1,23,12,3,23,18,14,6,184,3,61,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,180,5,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,47,28,27,967,9,523,55,38,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,63,25,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,251,9,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,6,114,1157,251,9,15,79,40,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,538,9,8,352,6,220,11,1594,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,266,60,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1398,59,7,25,340,21,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,70,8,127,409,36,60,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,7,17,1598,1172,606,226,1002,3,344,2,987,37,27,30,7,2,231,720,0,0,0,0,0,0
0,18,841,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19,417,5,60,617,3,76,103,82,42,23,94,820,0,0,0,0,0,0,0,0,0,0,0,0
1,18,5,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,342,214,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,12,5,68,43,671,5,252,3,1032,3,20,85,6,23,245,0,0,0,0,0,0,0,0,0
1,2,18,5,1063,4,160,137,2,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,17,12,23,253,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,389,24,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,146,116,31,2,422,34,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,12,5,432,553,21,10,199,29,80,489,215,16,2,115,7,657,10,74,7,87,0,0,0,0
1,4,676,46,217,32,19,203,336,3,413,307,2,362,93,0,0,0,0,0,0,0,0,0,0,0
1,89,162,113,2,118,1611,114,15,4,110,7,14,57,0,0,0,0,0,0,0,0,0,0,0,0
1,28,146,452,149,1003,2,68,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,584,383,20,110,32,44,198,141,36,10,5,1420,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1528,1458,172,5,124,3,2,268,34,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,270,176,325,547,7,121,54,1121,58,5,177,90,113,1508,1122,0,0,0,0,0,0,0,0,0
1,9,8,19,290,1348,57,185,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,88,44,1625,3,270,324,83,3,190,2,101,323,440,83,0,0,0,0,0,0,0,0,0,0,0
1,1208,25,6,511,354,32,19,765,7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,27,356,3,13,167,2,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,5,992,1447,328,79,9,114,211,13,72,164,2,117,8,23,36,2,18,8,302,3,2,12,1224
1,128,65,664,4,5,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,22,6,71,919,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,70,8,24,184,3,120,6,303,70,122,7,10,0,0,0,0,0,0,0,0,0,0,0,0
0,2,212,393,89,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,45,13,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,405,1618,1285,14,1402,57,8,44,166,1333,1168,611,16,6,70,0,0,0,0,0,0,0,0,0
1,10,5,166,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,8,82,171,17,101,3,75,44,1362,1483,32,2,780,0,0,0,0,0,0,0,0,0,0,0
0,19,594,62,13,39,401,1573,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,69,4,514,19,376,10,5,296,10,62,29,6,202,11,153,14,10,21,271,59,46,0,0,0,0
0,46,8,177,1000,97,702,208,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,101,907,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,181,41,4,107,33,4,279,1533,803,7,6,520,1441,0,0,0,0,0,0,0,0,0,0,0,0
0,53,2,238,27,707,6,1408,2,86,238,91,49,22,0,0,0,0,0,0,0,0,0,0,0,0
0,2,18,5,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,88,82,231,1502,3,82,290,243,128,92,46,6,179,148,3,34,866,78,26,180,0,0,0,0
1,4,110,7,674,96,32,6,410,367,3,5,13,78,0,0,0,0,0,0,0,0,0,0,0,0
0,63,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,224,29,80,6,1246,260,1506,1373,315,7,951,5,2,1586,608,11,2,1374,269,16,87,0,0,0
1,54,931,1592,32,473,8,53,6,1249,11,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,72,961,117,11,2,70,5,31,10,5,24,568,0,0,0,0,0,0,0,0,0,0,0,0
0,2,372,1510,102,5,364,4,123,138,1466,143,154,248,34,14,31,1560,3,10,5,138,322,687,0,0
1,127,6,1016,631,26,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,62,662,119,5,2,136,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,127,102,104,2,456,94,242,315,58,120,6,710,1622,11,535,7,646,104,0,0,0,0,0,0
1,1059,27,42,23,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,660,5,31,824,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,913,1315,5,178,332,1038,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,13,42,151,143,1202,5,730,50,204,621,14,2,458,79,968,11,288,1147,0,0,0,0,0,0
1,273,27,2,1088,70,530,91,49,183,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,12,5,158,3,18,5,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37,29,23,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1235,19,513,77,35,9,1044,387,5,13,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0
